,cand_nm,contbr_zip,contb_receipt_amt,converted_date,income,target
2967,"Sanders, Bernard",20002,27.0,201907,74303.0,2
2968,"Sanders, Bernard",20002,100.0,201907,74303.0,2
2969,"Sanders, Bernard",20002,27.0,201908,74303.0,2
2970,"Sanders, Bernard",20002,100.0,201908,74303.0,2
2971,"Sanders, Bernard",20002,50.0,201908,74303.0,2
2972,"Sanders, Bernard",20001,25.0,201908,85976.0,2
2973,"Sanders, Bernard",20001,25.0,201909,85976.0,2
2974,"Sanders, Bernard",20002,27.0,201909,74303.0,2
2975,"Sanders, Bernard",20002,100.0,201909,74303.0,2
2976,"Sanders, Bernard",20002,27.0,201909,74303.0,2
2977,"Sanders, Bernard",20011,27.0,201907,62281.0,2
2978,"Sanders, Bernard",20011,27.0,201908,62281.0,2
2979,"Sanders, Bernard",20011,27.0,201909,62281.0,2
2980,"Sanders, Bernard",20016,100.0,201907,124080.0,2
2981,"Sanders, Bernard",20016,27.0,201908,124080.0,2
2982,"Sanders, Bernard",20036,27.0,201907,82829.0,2
2983,"Sanders, Bernard",20036,27.0,201907,82829.0,2
2984,"Sanders, Bernard",20036,27.0,201907,82829.0,2
2985,"Sanders, Bernard",20036,27.0,201907,82829.0,2
2986,"Sanders, Bernard",20036,27.0,201908,82829.0,2
2987,"Sanders, Bernard",20036,27.0,201908,82829.0,2
2988,"Sanders, Bernard",20002,27.0,201908,74303.0,2
2989,"Sanders, Bernard",20002,2.7,201908,74303.0,2
2990,"Sanders, Bernard",20008,27.0,201908,111074.0,2
2991,"Sanders, Bernard",20008,9.0,201908,111074.0,2
2992,"Sanders, Bernard",20008,27.0,201909,111074.0,2
2993,"Sanders, Bernard",20036,7.0,201909,82829.0,2
2994,"Sanders, Bernard",20036,50.0,201909,82829.0,2
2995,"Sanders, Bernard",20036,27.0,201909,82829.0,2
2996,"Sanders, Bernard",20036,100.0,201909,82829.0,2
2997,"Sanders, Bernard",20036,150.0,201909,82829.0,2
2998,"Sanders, Bernard",20036,27.0,201909,82829.0,2
2999,"Sanders, Bernard",20002,100.0,201907,74303.0,2
3000,"Sanders, Bernard",20002,100.0,201907,74303.0,2
3001,"Sanders, Bernard",20002,100.0,201908,74303.0,2
3002,"Sanders, Bernard",20002,35.0,201908,74303.0,2
3003,"Sanders, Bernard",20002,41.02,201908,74303.0,2
3004,"Sanders, Bernard",20002,100.0,201909,74303.0,2
3005,"Sanders, Bernard",20002,33.0,201909,74303.0,2
3006,"Sanders, Bernard",20016,27.0,201909,124080.0,2
3007,"Sanders, Bernard",20016,50.0,201909,124080.0,2
3008,"Sanders, Bernard",20037,25.0,201907,78176.0,2
3009,"Sanders, Bernard",20037,25.0,201908,78176.0,2
3010,"Sanders, Bernard",20037,7.0,201909,78176.0,2
3011,"Sanders, Bernard",20037,25.0,201909,78176.0,2
3012,"Warren, Elizabeth ",20002,100.0,201907,74303.0,3
3013,"Warren, Elizabeth ",20002,25.0,201907,74303.0,3
3014,"Warren, Elizabeth ",20002,100.0,201908,74303.0,3
3015,"Warren, Elizabeth ",20002,25.0,201908,74303.0,3
3016,"Warren, Elizabeth ",20002,25.0,201908,74303.0,3
3017,"Warren, Elizabeth ",20007,25.0,201907,119267.0,3
3018,"Warren, Elizabeth ",20007,28.0,201909,119267.0,3
3019,"Warren, Elizabeth ",20007,50.0,201909,119267.0,3
3020,"Warren, Elizabeth ",20007,28.0,201909,119267.0,3
3021,"Warren, Elizabeth ",20007,25.0,201909,119267.0,3
3022,"Warren, Elizabeth ",20007,25.0,201909,119267.0,3
3023,"Warren, Elizabeth ",20007,25.0,201909,119267.0,3
3024,"Warren, Elizabeth ",20017,10.0,201907,63022.0,3
3025,"Warren, Elizabeth ",20017,25.0,201907,63022.0,3
3026,"Warren, Elizabeth ",20017,10.0,201908,63022.0,3
3027,"Warren, Elizabeth ",20017,10.0,201909,63022.0,3
3028,"Warren, Elizabeth ",20017,50.0,201909,63022.0,3
3029,"Warren, Elizabeth ",20017,50.0,201909,63022.0,3
3030,"Warren, Elizabeth ",20001,100.0,201909,85976.0,3
3031,"Warren, Elizabeth ",20024,50.0,201908,72389.0,3
3032,"Warren, Elizabeth ",20024,50.0,201909,72389.0,3
3033,"Warren, Elizabeth ",20001,100.0,201908,85976.0,3
3034,"Warren, Elizabeth ",20001,34.93,201909,85976.0,3
3035,"Warren, Elizabeth ",20015,49.66,201907,161352.0,3
3036,"Warren, Elizabeth ",20015,100.0,201907,161352.0,3
3037,"Warren, Elizabeth ",20015,100.0,201907,161352.0,3
3038,"Warren, Elizabeth ",20015,25.0,201908,161352.0,3
3039,"Warren, Elizabeth ",20015,25.0,201908,161352.0,3
3040,"Warren, Elizabeth ",20015,25.0,201909,161352.0,3
3041,"Warren, Elizabeth ",20002,250.0,201907,74303.0,3
3042,"Warren, Elizabeth ",20002,250.0,201908,74303.0,3
3043,"Warren, Elizabeth ",20002,250.0,201909,74303.0,3
3044,"Warren, Elizabeth ",20003,515.0,201907,112083.0,3
3045,"Warren, Elizabeth ",20003,99.46,201908,112083.0,3
3046,"Warren, Elizabeth ",20003,500.0,201908,112083.0,3
3047,"Warren, Elizabeth ",20003,250.0,201909,112083.0,3
3048,"Warren, Elizabeth ",20003,250.0,201909,112083.0,3
3049,"Warren, Elizabeth ",20003,250.0,201909,112083.0,3
3050,"Warren, Elizabeth ",20005,20.0,201907,87676.0,3
3051,"Warren, Elizabeth ",20005,15.0,201908,87676.0,3
3052,"Warren, Elizabeth ",20005,50.0,201909,87676.0,3
3053,"Warren, Elizabeth ",20005,250.0,201909,87676.0,3
3054,"Warren, Elizabeth ",20003,98.0,201907,112083.0,3
3055,"Warren, Elizabeth ",20003,10.0,201908,112083.0,3
3056,"Warren, Elizabeth ",20003,22.0,201909,112083.0,3
3057,"Warren, Elizabeth ",20017,15.0,201909,63022.0,3
3058,"Warren, Elizabeth ",20017,83.38,201909,63022.0,3
3059,"Warren, Elizabeth ",20007,50.0,201907,119267.0,3
3060,"Warren, Elizabeth ",20007,100.0,201909,119267.0,3
3061,"Warren, Elizabeth ",20007,100.0,201909,119267.0,3
3062,"Warren, Elizabeth ",20007,100.0,201909,119267.0,3
3063,"Warren, Elizabeth ",20002,257.5,201907,74303.0,3
3064,"Warren, Elizabeth ",20007,103.0,201909,119267.0,3
3065,"Warren, Elizabeth ",20007,100.0,201909,119267.0,3
3066,"Warren, Elizabeth ",20009,100.0,201908,94213.0,3
3067,"Warren, Elizabeth ",20002,50.0,201907,74303.0,3
3068,"Warren, Elizabeth ",20002,10.0,201907,74303.0,3
3069,"Warren, Elizabeth ",20002,50.0,201907,74303.0,3
3070,"Warren, Elizabeth ",20002,50.0,201908,74303.0,3
3071,"Warren, Elizabeth ",20002,50.0,201909,74303.0,3
3072,"Warren, Elizabeth ",20002,10.0,201908,74303.0,3
3073,"Warren, Elizabeth ",20002,10.0,201908,74303.0,3
3074,"Warren, Elizabeth ",20002,25.0,201909,74303.0,3
3075,"Warren, Elizabeth ",20002,10.0,201909,74303.0,3
3076,"Warren, Elizabeth ",20002,10.0,201909,74303.0,3
3077,"Warren, Elizabeth ",20002,25.0,201909,74303.0,3
3078,"Warren, Elizabeth ",20007,1030.0,201908,119267.0,3
3079,"Warren, Elizabeth ",20017,25.0,201907,63022.0,3
3080,"Warren, Elizabeth ",20017,25.0,201908,63022.0,3
3081,"Warren, Elizabeth ",20017,25.0,201909,63022.0,3
3082,"Warren, Elizabeth ",20010,250.0,201908,66404.0,3
3083,"Warren, Elizabeth ",20010,109.46,201908,66404.0,3
3084,"Warren, Elizabeth ",20007,250.0,201909,119267.0,3
3085,"Warren, Elizabeth ",20009,100.0,201907,94213.0,3
3086,"Warren, Elizabeth ",20009,100.0,201908,94213.0,3
3087,"Warren, Elizabeth ",20009,100.0,201909,94213.0,3
3088,"Warren, Elizabeth ",20024,25.0,201908,72389.0,3
3089,"Warren, Elizabeth ",20024,35.0,201909,72389.0,3
3090,"Warren, Elizabeth ",20037,25.0,201907,78176.0,3
3091,"Warren, Elizabeth ",20037,10.0,201907,78176.0,3
3092,"Warren, Elizabeth ",20037,100.0,201907,78176.0,3
3093,"Warren, Elizabeth ",20037,10.0,201908,78176.0,3
3094,"Warren, Elizabeth ",20037,10.0,201909,78176.0,3
3095,"Warren, Elizabeth ",20001,47.0,201907,85976.0,3
3096,"Warren, Elizabeth ",20010,50.0,201907,66404.0,3
3097,"Warren, Elizabeth ",20010,50.0,201908,66404.0,3
3098,"Warren, Elizabeth ",20010,50.0,201908,66404.0,3
3099,"Warren, Elizabeth ",20010,50.0,201908,66404.0,3
3100,"Warren, Elizabeth ",20010,100.0,201909,66404.0,3
3101,"Warren, Elizabeth ",20010,100.0,201909,66404.0,3
3102,"Warren, Elizabeth ",20003,50.0,201908,112083.0,3
3103,"Warren, Elizabeth ",20003,50.0,201908,112083.0,3
3104,"Warren, Elizabeth ",20003,50.0,201908,112083.0,3
3105,"Warren, Elizabeth ",20003,50.0,201908,112083.0,3
3106,"Warren, Elizabeth ",20003,50.0,201908,112083.0,3
3107,"Warren, Elizabeth ",20003,10.0,201907,112083.0,3
3108,"Warren, Elizabeth ",20003,10.0,201908,112083.0,3
3109,"Warren, Elizabeth ",20003,10.0,201909,112083.0,3
3110,"Warren, Elizabeth ",20003,75.5,201909,112083.0,3
3111,"Warren, Elizabeth ",20003,35.0,201909,112083.0,3
3112,"Warren, Elizabeth ",20009,50.0,201907,94213.0,3
3113,"Warren, Elizabeth ",20009,50.0,201909,94213.0,3
3114,"Warren, Elizabeth ",20008,250.0,201909,111074.0,3
3115,"Warren, Elizabeth ",20005,250.0,201909,87676.0,3
3116,"Warren, Elizabeth ",20002,100.0,201909,74303.0,3
3117,"Warren, Elizabeth ",20007,250.0,201908,119267.0,3
3118,"Warren, Elizabeth ",20009,500.0,201909,94213.0,3
3119,"Warren, Elizabeth ",20007,100.0,201909,119267.0,3
3120,"Warren, Elizabeth ",20007,100.0,201909,119267.0,3
3121,"Warren, Elizabeth ",20002,100.0,201907,74303.0,3
3122,"Warren, Elizabeth ",20002,50.0,201909,74303.0,3
3123,"Warren, Elizabeth ",20002,50.0,201909,74303.0,3
3124,"Warren, Elizabeth ",20037,250.0,201907,78176.0,3
3125,"Warren, Elizabeth ",20037,750.0,201908,78176.0,3
3126,"Warren, Elizabeth ",20037,1000.0,201908,78176.0,3
3127,"Warren, Elizabeth ",20009,20.2,201907,94213.0,3
3128,"Warren, Elizabeth ",20009,10.0,201908,94213.0,3
3129,"Warren, Elizabeth ",20009,15.0,201909,94213.0,3
3130,"Warren, Elizabeth ",20003,10.0,201907,112083.0,3
3131,"Warren, Elizabeth ",20003,10.0,201908,112083.0,3
3132,"Warren, Elizabeth ",20003,50.0,201908,112083.0,3
3133,"Warren, Elizabeth ",20003,50.0,201909,112083.0,3
3134,"Warren, Elizabeth ",20003,50.0,201909,112083.0,3
3135,"Warren, Elizabeth ",20003,50.0,201909,112083.0,3
3136,"Warren, Elizabeth ",20003,100.0,201907,112083.0,3
3137,"Warren, Elizabeth ",20003,25.0,201908,112083.0,3
3138,"Warren, Elizabeth ",20003,25.0,201908,112083.0,3
3139,"Warren, Elizabeth ",20003,100.0,201909,112083.0,3
3140,"Warren, Elizabeth ",20003,104.46,201908,112083.0,3
3141,"Warren, Elizabeth ",20003,5.0,201908,112083.0,3
3142,"Warren, Elizabeth ",20001,5.0,201908,85976.0,3
3143,"Warren, Elizabeth ",20003,5.0,201909,112083.0,3
3144,"Warren, Elizabeth ",20003,3.0,201909,112083.0,3
3145,"Warren, Elizabeth ",20024,100.0,201907,72389.0,3
3146,"Warren, Elizabeth ",20024,250.0,201909,72389.0,3
3147,"Warren, Elizabeth ",20001,69.46,201908,85976.0,3
3148,"Warren, Elizabeth ",20001,100.0,201909,85976.0,3
3149,"Warren, Elizabeth ",20001,50.0,201907,85976.0,3
3150,"Warren, Elizabeth ",20001,50.0,201908,85976.0,3
3151,"Warren, Elizabeth ",20011,6.0,201907,62281.0,3
3152,"Warren, Elizabeth ",20011,5.0,201907,62281.0,3
3153,"Warren, Elizabeth ",20003,10.0,201907,112083.0,3
3154,"Warren, Elizabeth ",20003,25.0,201908,112083.0,3
3155,"Warren, Elizabeth ",20003,100.0,201909,112083.0,3
3156,"Warren, Elizabeth ",20011,6.0,201908,62281.0,3
3157,"Warren, Elizabeth ",20011,5.0,201908,62281.0,3
3158,"Warren, Elizabeth ",20011,34.93,201908,62281.0,3
3159,"Warren, Elizabeth ",20011,10.0,201909,62281.0,3
3160,"Warren, Elizabeth ",20011,6.0,201909,62281.0,3
3161,"Warren, Elizabeth ",20011,5.0,201909,62281.0,3
3162,"Warren, Elizabeth ",20016,25.0,201907,124080.0,3
3163,"Warren, Elizabeth ",20016,50.0,201908,124080.0,3
3164,"Warren, Elizabeth ",20016,50.0,201909,124080.0,3
3165,"Warren, Elizabeth ",20008,250.0,201909,111074.0,3
3166,"Warren, Elizabeth ",20008,100.0,201908,111074.0,3
3167,"Warren, Elizabeth ",20008,25.0,201909,111074.0,3
3168,"Warren, Elizabeth ",20011,6.0,201907,62281.0,3
3169,"Warren, Elizabeth ",20011,25.0,201908,62281.0,3
3170,"Warren, Elizabeth ",20011,25.0,201908,62281.0,3
3171,"Warren, Elizabeth ",20011,6.0,201908,62281.0,3
3172,"Warren, Elizabeth ",20011,25.0,201908,62281.0,3
3173,"Warren, Elizabeth ",20011,6.0,201909,62281.0,3
3174,"Warren, Elizabeth ",20002,100.0,201909,74303.0,3
3175,"Warren, Elizabeth ",20001,25.0,201907,85976.0,3
3176,"Warren, Elizabeth ",20001,10.0,201907,85976.0,3
3177,"Warren, Elizabeth ",20001,12.5,201908,85976.0,3
3178,"Warren, Elizabeth ",20001,15.0,201908,85976.0,3
3179,"Warren, Elizabeth ",20001,15.0,201908,85976.0,3
3180,"Warren, Elizabeth ",20001,25.0,201909,85976.0,3
3181,"Warren, Elizabeth ",20001,28.0,201909,85976.0,3
3182,"Warren, Elizabeth ",20001,28.0,201909,85976.0,3
3183,"Warren, Elizabeth ",20011,34.46,201907,62281.0,3
3184,"Warren, Elizabeth ",20010,98.27,201907,66404.0,3
3185,"Warren, Elizabeth ",20010,140.5,201909,66404.0,3
3186,"Warren, Elizabeth ",20011,25.0,201907,62281.0,3
3187,"Warren, Elizabeth ",20011,25.0,201907,62281.0,3
3188,"Warren, Elizabeth ",20011,28.0,201908,62281.0,3
3189,"Warren, Elizabeth ",20011,10.0,201908,62281.0,3
3190,"Warren, Elizabeth ",20011,35.0,201909,62281.0,3
3191,"Warren, Elizabeth ",20011,10.0,201909,62281.0,3
3192,"Warren, Elizabeth ",20036,25.0,201907,82829.0,3
3193,"Warren, Elizabeth ",20036,25.0,201908,82829.0,3
3194,"Warren, Elizabeth ",20036,25.0,201909,82829.0,3
3195,"Warren, Elizabeth ",20024,100.0,201907,72389.0,3
3196,"Warren, Elizabeth ",20024,100.0,201907,72389.0,3
3197,"Warren, Elizabeth ",20024,85.01,201908,72389.0,3
3198,"Warren, Elizabeth ",20024,30.43,201909,72389.0,3
3199,"Warren, Elizabeth ",20024,50.0,201909,72389.0,3
3200,"Warren, Elizabeth ",20037,1000.0,201909,78176.0,3
3201,"Warren, Elizabeth ",20011,250.0,201908,62281.0,3
3202,"Warren, Elizabeth ",20016,250.0,201909,124080.0,3
3203,"Warren, Elizabeth ",20016,100.0,201907,124080.0,3
3204,"Warren, Elizabeth ",20010,15.0,201907,66404.0,3
3205,"Warren, Elizabeth ",20010,5.0,201907,66404.0,3
3206,"Warren, Elizabeth ",20010,10.0,201907,66404.0,3
3207,"Warren, Elizabeth ",20010,10.0,201908,66404.0,3
3208,"Warren, Elizabeth ",20010,10.0,201908,66404.0,3
3209,"Warren, Elizabeth ",20010,5.0,201908,66404.0,3
3210,"Warren, Elizabeth ",20010,5.0,201909,66404.0,3
3211,"Warren, Elizabeth ",20010,5.0,201909,66404.0,3
3212,"Warren, Elizabeth ",20010,15.0,201909,66404.0,3
3213,"Warren, Elizabeth ",20015,100.0,201908,161352.0,3
3214,"Warren, Elizabeth ",20015,100.0,201909,161352.0,3
3215,"Warren, Elizabeth ",20002,50.0,201907,74303.0,3
3216,"Warren, Elizabeth ",20002,50.0,201909,74303.0,3
3217,"Warren, Elizabeth ",20010,250.0,201909,66404.0,3
3218,"Warren, Elizabeth ",20008,34.66,201908,111074.0,3
3219,"Warren, Elizabeth ",20008,50.0,201908,111074.0,3
3220,"Warren, Elizabeth ",20015,257.5,201909,161352.0,3
3221,"Warren, Elizabeth ",20002,28.0,201907,74303.0,3
3222,"Warren, Elizabeth ",20002,25.0,201907,74303.0,3
3223,"Warren, Elizabeth ",20002,25.0,201907,74303.0,3
3224,"Warren, Elizabeth ",20002,50.0,201909,74303.0,3
3225,"Sanders, Bernard",20005,10.0,201907,87676.0,2
3226,"Sanders, Bernard",20005,10.0,201908,87676.0,2
3227,"Sanders, Bernard",20005,50.0,201908,87676.0,2
3228,"Sanders, Bernard",20005,10.0,201908,87676.0,2
3229,"Sanders, Bernard",20005,27.0,201908,87676.0,2
3230,"Sanders, Bernard",20005,10.0,201909,87676.0,2
3231,"Sanders, Bernard",20005,100.0,201909,87676.0,2
3232,"Sanders, Bernard",20005,27.0,201909,87676.0,2
3233,"Sanders, Bernard",20005,27.0,201909,87676.0,2
3234,"Sanders, Bernard",20016,50.0,201907,124080.0,2
3235,"Sanders, Bernard",20016,7.0,201907,124080.0,2
3236,"Sanders, Bernard",20018,50.0,201908,58821.0,2
3237,"Sanders, Bernard",20007,27.0,201907,119267.0,2
3238,"Sanders, Bernard",20007,27.0,201908,119267.0,2
3239,"Sanders, Bernard",20007,27.0,201909,119267.0,2
3240,"Sanders, Bernard",20009,100.0,201909,94213.0,2
3241,"Sanders, Bernard",20008,50.0,201909,111074.0,2
3242,"Sanders, Bernard",20015,27.0,201907,161352.0,2
3243,"Sanders, Bernard",20015,750.0,201908,161352.0,2
3244,"Sanders, Bernard",20015,30.86,201908,161352.0,2
3245,"Sanders, Bernard",20015,250.0,201909,161352.0,2
3246,"Sanders, Bernard",20015,323.0,201909,161352.0,2
3247,"Sanders, Bernard",20015,250.0,201909,161352.0,2
3248,"Sanders, Bernard",20006,250.0,201907,34125.0,2
3249,"Sanders, Bernard",20006,27.0,201908,34125.0,2
3250,"Sanders, Bernard",20006,125.0,201909,34125.0,2
3251,"Sanders, Bernard",20006,1000.0,201909,34125.0,2
3252,"Sanders, Bernard",20006,250.0,201909,34125.0,2
3253,"Sanders, Bernard",20009,3.0,201907,94213.0,2
3254,"Sanders, Bernard",20009,34.99,201907,94213.0,2
3255,"Sanders, Bernard",20009,2.7,201907,94213.0,2
3256,"Sanders, Bernard",20009,3.0,201908,94213.0,2
3257,"Sanders, Bernard",20009,100.0,201909,94213.0,2
3258,"Sanders, Bernard",20009,3.0,201909,94213.0,2
3259,"Sanders, Bernard",20009,27.0,201909,94213.0,2
3260,"Sanders, Bernard",20004,10.0,201907,135859.0,2
3261,"Sanders, Bernard",20004,50.0,201907,135859.0,2
3262,"Sanders, Bernard",20004,10.0,201908,135859.0,2
3263,"Sanders, Bernard",20004,50.0,201909,135859.0,2
3264,"Sanders, Bernard",20020,100.0,201909,34797.0,2
3265,"Sanders, Bernard",20020,10.0,201909,34797.0,2
3266,"Sanders, Bernard",20020,27.0,201909,34797.0,2
3267,"Sanders, Bernard",20003,1000.0,201909,112083.0,2
3268,"Warren, Elizabeth ",20007,6.0,201907,119267.0,3
3269,"Warren, Elizabeth ",20007,50.0,201907,119267.0,3
3270,"Warren, Elizabeth ",20007,100.0,201908,119267.0,3
3271,"Warren, Elizabeth ",20007,102.92,201908,119267.0,3
3272,"Warren, Elizabeth ",20007,100.0,201908,119267.0,3
3273,"Warren, Elizabeth ",20007,6.0,201908,119267.0,3
3274,"Warren, Elizabeth ",20007,100.0,201909,119267.0,3
3275,"Warren, Elizabeth ",20007,50.0,201909,119267.0,3
3276,"Warren, Elizabeth ",20007,6.0,201909,119267.0,3
3277,"Warren, Elizabeth ",20016,10.0,201907,124080.0,3
3278,"Warren, Elizabeth ",20016,50.0,201907,124080.0,3
3279,"Warren, Elizabeth ",20016,10.0,201908,124080.0,3
3280,"Warren, Elizabeth ",20016,10.0,201909,124080.0,3
3281,"Warren, Elizabeth ",20016,34.66,201908,124080.0,3
3282,"Warren, Elizabeth ",20016,1000.0,201909,124080.0,3
3283,"Warren, Elizabeth ",20004,250.0,201908,135859.0,3
3284,"Warren, Elizabeth ",20004,100.0,201909,135859.0,3
3285,"Warren, Elizabeth ",20008,33.86,201908,111074.0,3
3286,"Warren, Elizabeth ",20008,100.0,201908,111074.0,3
3287,"Warren, Elizabeth ",20008,25.0,201909,111074.0,3
3288,"Warren, Elizabeth ",20008,100.0,201909,111074.0,3
3289,"Warren, Elizabeth ",20008,100.0,201909,111074.0,3
3290,"Warren, Elizabeth ",20016,50.0,201907,124080.0,3
3291,"Warren, Elizabeth ",20016,50.0,201907,124080.0,3
3292,"Warren, Elizabeth ",20016,100.0,201908,124080.0,3
3293,"Warren, Elizabeth ",20016,103.0,201909,124080.0,3
3294,"Warren, Elizabeth ",20016,100.0,201909,124080.0,3
3295,"Warren, Elizabeth ",20002,100.0,201908,74303.0,3
3296,"Warren, Elizabeth ",20010,100.0,201909,66404.0,3
3297,"Warren, Elizabeth ",20010,125.5,201909,66404.0,3
3298,"Warren, Elizabeth ",20008,250.0,201908,111074.0,3
3299,"Warren, Elizabeth ",20008,250.0,201909,111074.0,3
3300,"Warren, Elizabeth ",20010,30.0,201907,66404.0,3
3301,"Warren, Elizabeth ",20010,30.0,201908,66404.0,3
3302,"Warren, Elizabeth ",20010,30.0,201909,66404.0,3
3303,"Warren, Elizabeth ",20011,50.0,201907,62281.0,3
3304,"Warren, Elizabeth ",20011,50.0,201908,62281.0,3
3305,"Warren, Elizabeth ",20011,50.0,201909,62281.0,3
3306,"Warren, Elizabeth ",20001,100.0,201907,85976.0,3
3307,"Warren, Elizabeth ",20001,25.0,201907,85976.0,3
3308,"Warren, Elizabeth ",20001,100.0,201908,85976.0,3
3309,"Warren, Elizabeth ",20001,25.0,201908,85976.0,3
3310,"Warren, Elizabeth ",20001,100.0,201909,85976.0,3
3311,"Warren, Elizabeth ",20001,25.0,201909,85976.0,3
3312,"Warren, Elizabeth ",20016,10.0,201907,124080.0,3
3313,"Warren, Elizabeth ",20016,10.0,201908,124080.0,3
3314,"Warren, Elizabeth ",20016,25.0,201909,124080.0,3
3315,"Warren, Elizabeth ",20016,10.0,201909,124080.0,3
3316,"Warren, Elizabeth ",20024,25.0,201909,72389.0,3
3317,"Warren, Elizabeth ",20024,50.0,201909,72389.0,3
3318,"Warren, Elizabeth ",20009,25.0,201907,94213.0,3
3319,"Warren, Elizabeth ",20009,28.0,201907,94213.0,3
3320,"Warren, Elizabeth ",20009,100.0,201907,94213.0,3
3321,"Warren, Elizabeth ",20009,25.0,201908,94213.0,3
3322,"Warren, Elizabeth ",20009,50.0,201908,94213.0,3
3323,"Warren, Elizabeth ",20009,25.0,201909,94213.0,3
3324,"Warren, Elizabeth ",20009,25.0,201909,94213.0,3
3325,"Warren, Elizabeth ",20009,50.0,201909,94213.0,3
3326,"Warren, Elizabeth ",20015,100.0,201907,161352.0,3
3327,"Warren, Elizabeth ",20015,100.0,201908,161352.0,3
3328,"Warren, Elizabeth ",20015,100.0,201909,161352.0,3
3329,"Warren, Elizabeth ",20003,500.0,201907,112083.0,3
3330,"Warren, Elizabeth ",20002,25.0,201907,74303.0,3
3331,"Warren, Elizabeth ",20002,25.0,201908,74303.0,3
3332,"Warren, Elizabeth ",20016,100.0,201908,124080.0,3
3333,"Warren, Elizabeth ",20016,50.0,201909,124080.0,3
3334,"Warren, Elizabeth ",20016,35.0,201909,124080.0,3
3335,"Warren, Elizabeth ",20002,25.0,201909,74303.0,3
3336,"Warren, Elizabeth ",20011,25.0,201907,62281.0,3
3337,"Warren, Elizabeth ",20011,50.0,201907,62281.0,3
3338,"Warren, Elizabeth ",20011,25.0,201908,62281.0,3
3339,"Warren, Elizabeth ",20011,25.0,201909,62281.0,3
3340,"Warren, Elizabeth ",20001,6.0,201907,85976.0,3
3341,"Warren, Elizabeth ",20001,50.0,201907,85976.0,3
3342,"Warren, Elizabeth ",20001,4.0,201907,85976.0,3
3343,"Warren, Elizabeth ",20001,6.0,201908,85976.0,3
3344,"Warren, Elizabeth ",20001,4.0,201908,85976.0,3
3345,"Warren, Elizabeth ",20001,6.0,201909,85976.0,3
3346,"Warren, Elizabeth ",20001,4.0,201909,85976.0,3
3347,"Warren, Elizabeth ",20015,500.0,201908,161352.0,3
3348,"Warren, Elizabeth ",20015,29.09,201909,161352.0,3
3349,"Warren, Elizabeth ",20007,100.0,201907,119267.0,3
3350,"Warren, Elizabeth ",20007,100.0,201909,119267.0,3
3351,"Warren, Elizabeth ",20007,100.0,201909,119267.0,3
3352,"Warren, Elizabeth ",20003,50.0,201907,112083.0,3
3353,"Warren, Elizabeth ",20003,66.02,201908,112083.0,3
3354,"Warren, Elizabeth ",20003,10.0,201908,112083.0,3
3355,"Warren, Elizabeth ",20003,25.0,201909,112083.0,3
3356,"Warren, Elizabeth ",20003,10.0,201909,112083.0,3
3357,"Warren, Elizabeth ",20002,25.0,201907,74303.0,3
3358,"Warren, Elizabeth ",20002,25.0,201908,74303.0,3
3359,"Warren, Elizabeth ",20002,25.0,201909,74303.0,3
3360,"Warren, Elizabeth ",20009,500.0,201907,94213.0,3
3361,"Warren, Elizabeth ",20015,425.0,201907,161352.0,3
3362,"Warren, Elizabeth ",20008,1000.0,201909,111074.0,3
3363,"Warren, Elizabeth ",20009,250.0,201909,94213.0,3
3364,"Warren, Elizabeth ",20003,100.0,201907,112083.0,3
3365,"Warren, Elizabeth ",20003,100.0,201907,112083.0,3
3366,"Warren, Elizabeth ",20003,100.0,201908,112083.0,3
3367,"Warren, Elizabeth ",20003,100.0,201909,112083.0,3
3368,"Warren, Elizabeth ",20003,3.0,201909,112083.0,3
3369,"Warren, Elizabeth ",20003,50.0,201909,112083.0,3
3370,"Warren, Elizabeth ",20010,56.98,201907,66404.0,3
3371,"Warren, Elizabeth ",20010,56.98,201908,66404.0,3
3372,"Warren, Elizabeth ",20010,56.98,201909,66404.0,3
3373,"Warren, Elizabeth ",20007,500.0,201909,119267.0,3
3374,"Warren, Elizabeth ",20016,10.0,201907,124080.0,3
3375,"Warren, Elizabeth ",20016,10.0,201908,124080.0,3
3376,"Warren, Elizabeth ",20016,25.0,201908,124080.0,3
3377,"Warren, Elizabeth ",20016,10.0,201909,124080.0,3
3378,"Warren, Elizabeth ",20016,25.0,201909,124080.0,3
3379,"Warren, Elizabeth ",20016,85.01,201909,124080.0,3
3380,"Warren, Elizabeth ",20016,15.0,201909,124080.0,3
3381,"Warren, Elizabeth ",20008,25.0,201907,111074.0,3
3382,"Warren, Elizabeth ",20008,100.0,201907,111074.0,3
3383,"Warren, Elizabeth ",20008,204.92,201908,111074.0,3
3384,"Warren, Elizabeth ",20008,25.0,201908,111074.0,3
3385,"Warren, Elizabeth ",20001,500.0,201907,85976.0,3
3386,"Warren, Elizabeth ",20001,1650.0,201908,85976.0,3
3387,"Warren, Elizabeth ",20002,25.0,201907,74303.0,3
3388,"Warren, Elizabeth ",20002,28.0,201907,74303.0,3
3389,"Warren, Elizabeth ",20002,25.0,201908,74303.0,3
3390,"Warren, Elizabeth ",20002,25.0,201909,74303.0,3
3391,"Warren, Elizabeth ",20002,25.0,201909,74303.0,3
3392,"Warren, Elizabeth ",20002,15.0,201909,74303.0,3
3393,"Warren, Elizabeth ",20002,25.0,201909,74303.0,3
3394,"Warren, Elizabeth ",20003,100.0,201908,112083.0,3
