,cand_nm,contbr_zip,contb_receipt_amt,converted_date,income,target
0,"Sanders, Bernard",20001,100.0,201906,85976.0,2
1,"Sanders, Bernard",20001,3.0,201906,85976.0,2
2,"Sanders, Bernard",20001,27.0,201906,85976.0,2
3,"Sanders, Bernard",20007,3.0,201903,119267.0,2
4,"Sanders, Bernard",20001,27.0,201906,85976.0,2
5,"Sanders, Bernard",20001,200.0,201906,85976.0,2
6,"Sanders, Bernard",20001,200.0,201905,85976.0,2
7,"Sanders, Bernard",20001,4.26,201904,85976.0,2
8,"Sanders, Bernard",20001,27.0,201904,85976.0,2
9,"Sanders, Bernard",20001,27.0,201904,85976.0,2
10,"Sanders, Bernard",20001,27.0,201905,85976.0,2
11,"Sanders, Bernard",20001,50.0,201905,85976.0,2
12,"Sanders, Bernard",20001,50.0,201905,85976.0,2
13,"Sanders, Bernard",20001,50.0,201906,85976.0,2
14,"Sanders, Bernard",20001,50.0,201906,85976.0,2
15,"Sanders, Bernard",20001,27.0,201906,85976.0,2
16,"Sanders, Bernard",20001,50.0,201906,85976.0,2
17,"Sanders, Bernard",20006,4.2,201904,34125.0,2
18,"Sanders, Bernard",20006,27.0,201904,34125.0,2
19,"Sanders, Bernard",20003,3.0,201903,112083.0,2
20,"Sanders, Bernard",20001,27.0,201903,85976.0,2
21,"Sanders, Bernard",20003,50.0,201903,112083.0,2
22,"Sanders, Bernard",20008,500.0,201902,111074.0,2
23,"Sanders, Bernard",20006,100.0,201906,34125.0,2
24,"Sanders, Bernard",20006,50.0,201906,34125.0,2
25,"Sanders, Bernard",20006,50.0,201906,34125.0,2
26,"Sanders, Bernard",20001,250.0,201902,85976.0,2
28,"Sanders, Bernard",20001,375.0,201903,85976.0,2
29,"Sanders, Bernard",20037,250.0,201902,78176.0,2
30,"Sanders, Bernard",20018,3.0,201903,58821.0,2
31,"Sanders, Bernard",20010,3.0,201903,66404.0,2
32,"Sanders, Bernard",20007,3.0,201903,119267.0,2
33,"Sanders, Bernard",20007,3.0,201903,119267.0,2
34,"Sanders, Bernard",20002,100.0,201902,74303.0,2
35,"Sanders, Bernard",20008,100.0,201903,111074.0,2
36,"Sanders, Bernard",20009,500.0,201903,94213.0,2
37,"Sanders, Bernard",20007,1.0,201903,119267.0,2
38,"Sanders, Bernard",20001,50.0,201903,85976.0,2
39,"Sanders, Bernard",20003,27.0,201903,112083.0,2
40,"Sanders, Bernard",20016,15.0,201903,124080.0,2
41,"Sanders, Bernard",20010,102.0,201903,66404.0,2
42,"Sanders, Bernard",20003,5.0,201903,112083.0,2
43,"Sanders, Bernard",20024,120.0,201903,72389.0,2
44,"Sanders, Bernard",20003,30.86,201902,112083.0,2
45,"Sanders, Bernard",20009,500.0,201902,94213.0,2
46,"Sanders, Bernard",20010,27.0,201903,66404.0,2
47,"Sanders, Bernard",20003,250.0,201902,112083.0,2
48,"Sanders, Bernard",20010,3.0,201903,66404.0,2
49,"Sanders, Bernard",20002,100.0,201902,74303.0,2
50,"Sanders, Bernard",20010,3.0,201902,66404.0,2
51,"Sanders, Bernard",20011,500.0,201902,62281.0,2
52,"Sanders, Bernard",20009,500.0,201903,94213.0,2
53,"Sanders, Bernard",20007,3.0,201903,119267.0,2
54,"Sanders, Bernard",20007,5.0,201903,119267.0,2
55,"Sanders, Bernard",20007,3.0,201903,119267.0,2
56,"Sanders, Bernard",20001,250.0,201902,85976.0,2
57,"Sanders, Bernard",20007,3.0,201903,119267.0,2
58,"Sanders, Bernard",20007,250.0,201902,119267.0,2
59,"Sanders, Bernard",20005,100.0,201903,87676.0,2
60,"Sanders, Bernard",20005,50.0,201902,87676.0,2
61,"Sanders, Bernard",20007,3.0,201903,119267.0,2
62,"Sanders, Bernard",20037,100.0,201903,78176.0,2
63,"Sanders, Bernard",20007,3.0,201903,119267.0,2
64,"Sanders, Bernard",20037,27.0,201903,78176.0,2
65,"Sanders, Bernard",20015,50.0,201903,161352.0,2
66,"Sanders, Bernard",20006,250.0,201903,34125.0,2
67,"Sanders, Bernard",20012,250.0,201903,80991.0,2
68,"Sanders, Bernard",20003,27.0,201903,112083.0,2
69,"Sanders, Bernard",20001,23.86,201903,85976.0,2
70,"Sanders, Bernard",20012,27.0,201903,80991.0,2
71,"Sanders, Bernard",20016,50.0,201903,124080.0,2
72,"Sanders, Bernard",20037,3.0,201903,78176.0,2
73,"Sanders, Bernard",20003,20.0,201903,112083.0,2
74,"Sanders, Bernard",20015,3.0,201903,161352.0,2
75,"Sanders, Bernard",20007,3.0,201903,119267.0,2
76,"Sanders, Bernard",20003,100.0,201903,112083.0,2
77,"Sanders, Bernard",20007,1.0,201903,119267.0,2
78,"Sanders, Bernard",20003,100.0,201903,112083.0,2
79,"Sanders, Bernard",20003,27.0,201902,112083.0,2
80,"Sanders, Bernard",20007,1.0,201903,119267.0,2
81,"Sanders, Bernard",20007,27.0,201903,119267.0,2
82,"Sanders, Bernard",20007,100.0,201903,119267.0,2
83,"Sanders, Bernard",20011,250.0,201902,62281.0,2
84,"Sanders, Bernard",20015,35.0,201903,161352.0,2
86,"Sanders, Bernard",20010,100.0,201902,66404.0,2
87,"Sanders, Bernard",20010,3.0,201903,66404.0,2
88,"Sanders, Bernard",20010,3.0,201903,66404.0,2
89,"Sanders, Bernard",20007,3.0,201903,119267.0,2
90,"Sanders, Bernard",20010,3.0,201902,66404.0,2
91,"Sanders, Bernard",20001,3.0,201903,85976.0,2
93,"Sanders, Bernard",20015,500.0,201902,161352.0,2
94,"Sanders, Bernard",20007,15.0,201903,119267.0,2
95,"Sanders, Bernard",20010,95.0,201903,66404.0,2
96,"Sanders, Bernard",20002,100.0,201903,74303.0,2
97,"Sanders, Bernard",20003,75.0,201902,112083.0,2
98,"Sanders, Bernard",20009,27.0,201903,94213.0,2
99,"Sanders, Bernard",20003,10.0,201903,112083.0,2
100,"Sanders, Bernard",20007,5.0,201903,119267.0,2
101,"Sanders, Bernard",20009,27.0,201903,94213.0,2
104,"Sanders, Bernard",20003,100.0,201903,112083.0,2
105,"Sanders, Bernard",20001,200.0,201902,85976.0,2
106,"Sanders, Bernard",20010,3.0,201903,66404.0,2
107,"Sanders, Bernard",20001,10.0,201903,85976.0,2
108,"Sanders, Bernard",20010,3.0,201903,66404.0,2
109,"Sanders, Bernard",20008,100.0,201903,111074.0,2
110,"Sanders, Bernard",20003,69.99,201903,112083.0,2
111,"Sanders, Bernard",20007,3.0,201903,119267.0,2
112,"Buttigieg, Pete",20001,250.0,201903,85976.0,1
113,"Buttigieg, Pete",20001,250.0,201903,85976.0,1
114,"Sanders, Bernard",20010,3.0,201902,66404.0,2
115,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
116,"Buttigieg, Pete",20003,250.0,201903,112083.0,1
117,"Buttigieg, Pete",20009,500.0,201903,94213.0,1
118,"Buttigieg, Pete",20009,33.29,201903,94213.0,1
119,"Buttigieg, Pete",20009,250.0,201902,94213.0,1
120,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
121,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
122,"Buttigieg, Pete",20008,400.0,201903,111074.0,1
123,"Buttigieg, Pete",20003,250.0,201901,112083.0,1
124,"Buttigieg, Pete",20003,100.0,201902,112083.0,1
125,"Buttigieg, Pete",20003,100.0,201903,112083.0,1
126,"Buttigieg, Pete",20003,100.0,201903,112083.0,1
127,"Buttigieg, Pete",20005,1500.0,201903,87676.0,1
128,"Buttigieg, Pete",20015,250.0,201903,161352.0,1
129,"Buttigieg, Pete",20002,100.0,201903,74303.0,1
130,"Buttigieg, Pete",20002,250.0,201903,74303.0,1
131,"Buttigieg, Pete",20002,25.0,201903,74303.0,1
132,"Buttigieg, Pete",20010,200.0,201903,66404.0,1
133,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
134,"Sanders, Bernard",20010,3.0,201903,66404.0,2
135,"Buttigieg, Pete",20016,200.0,201903,124080.0,1
136,"Buttigieg, Pete",20010,200.0,201903,66404.0,1
137,"Buttigieg, Pete",20015,500.0,201903,161352.0,1
138,"Buttigieg, Pete",20007,250.0,201903,119267.0,1
139,"Buttigieg, Pete",20008,500.0,201903,111074.0,1
140,"Buttigieg, Pete",20008,10.0,201903,111074.0,1
141,"Buttigieg, Pete",20003,250.0,201903,112083.0,1
142,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
143,"Buttigieg, Pete",20009,25.0,201903,94213.0,1
144,"Sanders, Bernard",20010,50.0,201903,66404.0,2
145,"Buttigieg, Pete",20003,500.0,201903,112083.0,1
146,"Buttigieg, Pete",20016,100.0,201903,124080.0,1
147,"Buttigieg, Pete",20016,25.0,201903,124080.0,1
148,"Buttigieg, Pete",20007,250.0,201903,119267.0,1
149,"Buttigieg, Pete",20009,500.0,201902,94213.0,1
150,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
151,"Buttigieg, Pete",20002,250.0,201903,74303.0,1
152,"Buttigieg, Pete",20009,2800.0,201903,94213.0,1
153,"Buttigieg, Pete",20008,250.0,201903,111074.0,1
154,"Buttigieg, Pete",20008,500.0,201903,111074.0,1
155,"Buttigieg, Pete",20007,2700.0,201903,119267.0,1
156,"Buttigieg, Pete",20015,250.0,201903,161352.0,1
157,"Buttigieg, Pete",20009,500.0,201903,94213.0,1
158,"Buttigieg, Pete",20015,50.0,201903,161352.0,1
159,"Buttigieg, Pete",20009,500.0,201901,94213.0,1
160,"Buttigieg, Pete",20016,50.0,201903,124080.0,1
161,"Buttigieg, Pete",20003,1000.0,201903,112083.0,1
162,"Buttigieg, Pete",20008,250.0,201903,111074.0,1
163,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
164,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
165,"Buttigieg, Pete",20011,400.0,201903,62281.0,1
166,"Buttigieg, Pete",20024,100.0,201903,72389.0,1
167,"Buttigieg, Pete",20024,25.0,201903,72389.0,1
168,"Buttigieg, Pete",20008,500.0,201903,111074.0,1
169,"Buttigieg, Pete",20009,250.0,201902,94213.0,1
170,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
171,"Buttigieg, Pete",20016,50.0,201903,124080.0,1
172,"Buttigieg, Pete",20003,250.0,201903,112083.0,1
173,"Buttigieg, Pete",20003,10.0,201903,112083.0,1
174,"Buttigieg, Pete",20003,50.0,201903,112083.0,1
175,"Buttigieg, Pete",20003,1000.0,201903,112083.0,1
176,"Buttigieg, Pete",20008,250.0,201903,111074.0,1
177,"Buttigieg, Pete",20005,500.0,201903,87676.0,1
178,"Buttigieg, Pete",20003,500.0,201903,112083.0,1
179,"Buttigieg, Pete",20003,500.0,201903,112083.0,1
180,"Buttigieg, Pete",20008,1000.0,201903,111074.0,1
181,"Buttigieg, Pete",20015,250.0,201903,161352.0,1
182,"Buttigieg, Pete",20004,200.0,201903,135859.0,1
183,"Buttigieg, Pete",20008,500.0,201903,111074.0,1
184,"Buttigieg, Pete",20010,500.0,201903,66404.0,1
185,"Buttigieg, Pete",20010,250.0,201903,66404.0,1
186,"Buttigieg, Pete",20009,1000.0,201903,94213.0,1
187,"Buttigieg, Pete",20011,250.0,201901,62281.0,1
188,"Buttigieg, Pete",20011,500.0,201902,62281.0,1
189,"Buttigieg, Pete",20037,100.0,201903,78176.0,1
190,"Buttigieg, Pete",20037,50.0,201903,78176.0,1
191,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
192,"Buttigieg, Pete",20009,500.0,201903,94213.0,1
193,"Buttigieg, Pete",20005,500.0,201903,87676.0,1
194,"Buttigieg, Pete",20024,500.0,201903,72389.0,1
195,"Buttigieg, Pete",20009,500.0,201902,94213.0,1
196,"Buttigieg, Pete",20009,75.0,201903,94213.0,1
197,"Buttigieg, Pete",20009,3.0,201903,94213.0,1
198,"Buttigieg, Pete",20009,500.0,201903,94213.0,1
199,"Buttigieg, Pete",20009,1500.0,201903,94213.0,1
200,"Buttigieg, Pete",20003,1500.0,201903,112083.0,1
201,"Buttigieg, Pete",20003,500.0,201903,112083.0,1
202,"Buttigieg, Pete",20002,250.0,201903,74303.0,1
203,"Sanders, Bernard",20008,27.0,201903,111074.0,2
204,"Buttigieg, Pete",20009,200.0,201903,94213.0,1
205,"Buttigieg, Pete",20009,32.57,201903,94213.0,1
206,"Buttigieg, Pete",20005,250.0,201903,87676.0,1
207,"Buttigieg, Pete",20005,31.07,201903,87676.0,1
208,"Buttigieg, Pete",20005,250.0,201903,87676.0,1
209,"Buttigieg, Pete",20015,500.0,201903,161352.0,1
210,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
211,"Buttigieg, Pete",20003,500.0,201901,112083.0,1
212,"Buttigieg, Pete",20008,100.0,201903,111074.0,1
213,"Buttigieg, Pete",20008,250.0,201903,111074.0,1
214,"Buttigieg, Pete",20001,25.0,201903,85976.0,1
215,"Buttigieg, Pete",20001,250.0,201903,85976.0,1
216,"Buttigieg, Pete",20001,2550.0,201903,85976.0,1
217,"Buttigieg, Pete",20005,2800.0,201903,87676.0,1
218,"Buttigieg, Pete",20008,200.0,201903,111074.0,1
219,"Buttigieg, Pete",20009,100.0,201903,94213.0,1
220,"Sanders, Bernard",20007,3.0,201903,119267.0,2
221,"Buttigieg, Pete",20036,250.0,201902,82829.0,1
222,"Buttigieg, Pete",20002,100.0,201903,74303.0,1
223,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
224,"Buttigieg, Pete",20037,2800.0,201902,78176.0,1
225,"Buttigieg, Pete",20016,250.0,201903,124080.0,1
226,"Buttigieg, Pete",20001,250.0,201903,85976.0,1
227,"Buttigieg, Pete",20005,1000.0,201903,87676.0,1
228,"Buttigieg, Pete",20005,250.0,201903,87676.0,1
229,"Buttigieg, Pete",20009,500.0,201903,94213.0,1
230,"Buttigieg, Pete",20002,250.0,201902,74303.0,1
231,"Buttigieg, Pete",20002,250.0,201903,74303.0,1
232,"Buttigieg, Pete",20037,250.0,201902,78176.0,1
233,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
234,"Buttigieg, Pete",20001,250.0,201903,85976.0,1
235,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
236,"Buttigieg, Pete",20008,250.0,201902,111074.0,1
237,"Buttigieg, Pete",20007,500.0,201903,119267.0,1
238,"Buttigieg, Pete",20011,100.0,201903,62281.0,1
239,"Buttigieg, Pete",20016,2800.0,201903,124080.0,1
240,"Buttigieg, Pete",20016,400.0,201903,124080.0,1
241,"Buttigieg, Pete",20036,500.0,201903,82829.0,1
242,"Buttigieg, Pete",20016,2700.0,201903,124080.0,1
243,"Buttigieg, Pete",20003,250.0,201902,112083.0,1
244,"Buttigieg, Pete",20003,250.0,201903,112083.0,1
245,"Buttigieg, Pete",20002,250.0,201903,74303.0,1
246,"Buttigieg, Pete",20002,60.34,201903,74303.0,1
247,"Buttigieg, Pete",20001,100.0,201903,85976.0,1
248,"Buttigieg, Pete",20008,250.0,201903,111074.0,1
249,"Buttigieg, Pete",20007,250.0,201903,119267.0,1
250,"Buttigieg, Pete",20007,250.0,201903,119267.0,1
251,"Buttigieg, Pete",20008,500.0,201903,111074.0,1
252,"Buttigieg, Pete",20001,250.0,201903,85976.0,1
253,"Buttigieg, Pete",20011,100.0,201903,62281.0,1
254,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
255,"Buttigieg, Pete",20008,250.0,201902,111074.0,1
256,"Buttigieg, Pete",20007,100.0,201903,119267.0,1
257,"Buttigieg, Pete",20009,500.0,201903,94213.0,1
258,"Buttigieg, Pete",20008,500.0,201903,111074.0,1
259,"Buttigieg, Pete",20016,250.0,201903,124080.0,1
260,"Buttigieg, Pete",20019,25.0,201903,34739.0,1
261,"Buttigieg, Pete",20005,250.0,201903,87676.0,1
262,"Buttigieg, Pete",20001,1000.0,201903,85976.0,1
263,"Buttigieg, Pete",20009,250.0,201901,94213.0,1
264,"Sanders, Bernard",20005,100.0,201903,87676.0,2
265,"Buttigieg, Pete",20037,250.0,201903,78176.0,1
266,"Buttigieg, Pete",20008,250.0,201903,111074.0,1
267,"Buttigieg, Pete",20036,250.0,201903,82829.0,1
268,"Buttigieg, Pete",20019,250.0,201903,34739.0,1
269,"Buttigieg, Pete",20001,500.0,201903,85976.0,1
270,"Sanders, Bernard",20005,1000.0,201902,87676.0,2
271,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
272,"Buttigieg, Pete",20009,250.0,201901,94213.0,1
273,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
274,"Buttigieg, Pete",20009,500.0,201903,94213.0,1
275,"Buttigieg, Pete",20001,500.0,201903,85976.0,1
276,"Buttigieg, Pete",20010,1000.0,201903,66404.0,1
277,"Sanders, Bernard",20003,50.5,201902,112083.0,2
279,"Sanders, Bernard",20016,250.0,201902,124080.0,2
280,"Sanders, Bernard",20007,151.0,201903,119267.0,2
281,"Sanders, Bernard",20007,3.0,201903,119267.0,2
282,"Sanders, Bernard",20010,27.0,201903,66404.0,2
283,"Sanders, Bernard",20002,15.0,201903,74303.0,2
284,"Sanders, Bernard",20016,27.0,201908,124080.0,2
285,"Sanders, Bernard",20016,27.0,201909,124080.0,2
286,"Sanders, Bernard",20016,27.0,201909,124080.0,2
287,"Sanders, Bernard",20016,9.0,201908,124080.0,2
288,"Buttigieg, Pete",20010,250.0,201903,66404.0,1
289,"Buttigieg, Pete",20010,250.0,201903,66404.0,1
290,"Buttigieg, Pete",20002,500.0,201902,74303.0,1
291,"Buttigieg, Pete",20001,200.0,201903,85976.0,1
292,"Buttigieg, Pete",20010,300.0,201903,66404.0,1
293,"Buttigieg, Pete",20001,1000.0,201903,85976.0,1
294,"Buttigieg, Pete",20005,1000.0,201903,87676.0,1
295,"Buttigieg, Pete",20010,1000.0,201903,66404.0,1
296,"Buttigieg, Pete",20005,250.0,201903,87676.0,1
297,"Buttigieg, Pete",20005,1000.0,201903,87676.0,1
298,"Buttigieg, Pete",20003,300.0,201903,112083.0,1
299,"Buttigieg, Pete",20001,250.0,201902,85976.0,1
300,"Buttigieg, Pete",20007,100.0,201903,119267.0,1
301,"Buttigieg, Pete",20024,100.0,201903,72389.0,1
302,"Buttigieg, Pete",20002,250.0,201903,74303.0,1
303,"Buttigieg, Pete",20003,1000.0,201903,112083.0,1
304,"Buttigieg, Pete",20007,250.0,201902,119267.0,1
305,"Buttigieg, Pete",20007,100.0,201903,119267.0,1
306,"Sanders, Bernard",20015,50.0,201907,161352.0,2
307,"Sanders, Bernard",20015,1.0,201907,161352.0,2
308,"Sanders, Bernard",20015,54.0,201907,161352.0,2
309,"Sanders, Bernard",20015,31.66,201907,161352.0,2
310,"Sanders, Bernard",20015,2.0,201907,161352.0,2
311,"Sanders, Bernard",20015,2.7,201907,161352.0,2
312,"Sanders, Bernard",20015,2.7,201908,161352.0,2
313,"Sanders, Bernard",20015,27.0,201908,161352.0,2
314,"Sanders, Bernard",20015,10.0,201908,161352.0,2
315,"Sanders, Bernard",20015,1.0,201908,161352.0,2
316,"Sanders, Bernard",20015,100.0,201909,161352.0,2
317,"Sanders, Bernard",20015,27.0,201909,161352.0,2
318,"Sanders, Bernard",20015,500.0,201909,161352.0,2
319,"Sanders, Bernard",20015,68.6,201909,161352.0,2
320,"Buttigieg, Pete",20007,250.0,201902,119267.0,1
321,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
322,"Buttigieg, Pete",20016,2800.0,201903,124080.0,1
323,"Buttigieg, Pete",20003,250.0,201903,112083.0,1
324,"Buttigieg, Pete",20001,100.0,201903,85976.0,1
325,"Buttigieg, Pete",20010,500.0,201903,66404.0,1
326,"Buttigieg, Pete",20003,250.0,201903,112083.0,1
327,"Buttigieg, Pete",20001,1000.0,201903,85976.0,1
328,"Buttigieg, Pete",20024,250.0,201903,72389.0,1
329,"Buttigieg, Pete",20024,67.58,201903,72389.0,1
330,"Buttigieg, Pete",20009,200.0,201903,94213.0,1
331,"Buttigieg, Pete",20005,100.0,201903,87676.0,1
332,"Buttigieg, Pete",20001,1200.0,201903,85976.0,1
333,"Buttigieg, Pete",20009,2700.0,201902,94213.0,1
334,"Buttigieg, Pete",20003,250.0,201903,112083.0,1
335,"Buttigieg, Pete",20009,1000.0,201903,94213.0,1
336,"Buttigieg, Pete",20012,250.0,201903,80991.0,1
337,"Buttigieg, Pete",20012,100.0,201903,80991.0,1
338,"Buttigieg, Pete",20016,100.0,201903,124080.0,1
339,"Buttigieg, Pete",20008,1000.0,201903,111074.0,1
340,"Buttigieg, Pete",20011,25.0,201903,62281.0,1
341,"Sanders, Bernard",20019,54.0,201907,34739.0,2
342,"Sanders, Bernard",20019,27.0,201907,34739.0,2
343,"Sanders, Bernard",20019,27.0,201907,34739.0,2
344,"Sanders, Bernard",20019,27.0,201907,34739.0,2
345,"Buttigieg, Pete",20001,250.0,201903,85976.0,1
346,"Buttigieg, Pete",20007,250.0,201903,119267.0,1
347,"Buttigieg, Pete",20007,500.0,201903,119267.0,1
348,"Sanders, Bernard",20019,10.0,201908,34739.0,2
349,"Sanders, Bernard",20019,27.0,201908,34739.0,2
350,"Sanders, Bernard",20019,10.0,201908,34739.0,2
351,"Sanders, Bernard",20019,27.0,201909,34739.0,2
352,"Sanders, Bernard",20019,50.0,201909,34739.0,2
353,"Sanders, Bernard",20015,27.0,201907,161352.0,2
354,"Sanders, Bernard",20015,10.0,201908,161352.0,2
355,"Sanders, Bernard",20015,27.0,201908,161352.0,2
356,"Sanders, Bernard",20015,50.0,201908,161352.0,2
357,"Sanders, Bernard",20015,27.0,201909,161352.0,2
358,"Sanders, Bernard",20015,27.0,201909,161352.0,2
359,"Buttigieg, Pete",20003,500.0,201903,112083.0,1
360,"Buttigieg, Pete",20001,250.0,201901,85976.0,1
361,"Buttigieg, Pete",20001,1000.0,201903,85976.0,1
362,"Buttigieg, Pete",20009,2000.0,201903,94213.0,1
363,"Buttigieg, Pete",20001,1000.0,201903,85976.0,1
364,"Buttigieg, Pete",20037,500.0,201903,78176.0,1
365,"Buttigieg, Pete",20010,75.0,201903,66404.0,1
366,"Buttigieg, Pete",20007,500.0,201903,119267.0,1
367,"Buttigieg, Pete",20007,2800.0,201903,119267.0,1
368,"Buttigieg, Pete",20007,500.0,201903,119267.0,1
369,"Buttigieg, Pete",20009,2800.0,201903,94213.0,1
370,"Buttigieg, Pete",20009,2700.0,201903,94213.0,1
371,"Buttigieg, Pete",20016,1000.0,201903,124080.0,1
372,"Buttigieg, Pete",20016,250.0,201903,124080.0,1
373,"Buttigieg, Pete",20016,100.0,201903,124080.0,1
374,"Buttigieg, Pete",20016,63.34,201903,124080.0,1
375,"Buttigieg, Pete",20007,925.0,201903,119267.0,1
376,"Buttigieg, Pete",20007,925.0,201903,119267.0,1
377,"Buttigieg, Pete",20009,1000.0,201903,94213.0,1
378,"Buttigieg, Pete",20010,400.0,201903,66404.0,1
379,"Buttigieg, Pete",20007,250.0,201903,119267.0,1
380,"Buttigieg, Pete",20001,250.0,201903,85976.0,1
381,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
382,"Buttigieg, Pete",20005,500.0,201902,87676.0,1
383,"Buttigieg, Pete",20036,250.0,201903,82829.0,1
384,"Buttigieg, Pete",20009,250.0,201903,94213.0,1
385,"Buttigieg, Pete",20003,200.0,201903,112083.0,1
386,"Buttigieg, Pete",20024,200.0,201903,72389.0,1
387,"Buttigieg, Pete",20016,1000.0,201903,124080.0,1
388,"Buttigieg, Pete",20008,200.0,201903,111074.0,1
389,"Buttigieg, Pete",20001,1600.0,201903,85976.0,1
390,"Buttigieg, Pete",20002,250.0,201903,74303.0,1
391,"Buttigieg, Pete",20010,250.0,201903,66404.0,1
392,"Buttigieg, Pete",20016,250.0,201903,124080.0,1
393,"Buttigieg, Pete",20001,100.0,201903,85976.0,1
394,"Buttigieg, Pete",20001,100.0,201903,85976.0,1
395,"Sanders, Bernard",20024,6.0,201907,72389.0,2
396,"Sanders, Bernard",20024,7.0,201907,72389.0,2
397,"Sanders, Bernard",20024,7.0,201907,72389.0,2
398,"Sanders, Bernard",20024,90.9,201908,72389.0,2
399,"Sanders, Bernard",20024,6.0,201908,72389.0,2
400,"Sanders, Bernard",20024,6.0,201909,72389.0,2
401,"Buttigieg, Pete",20001,500.0,201903,85976.0,1
402,"Buttigieg, Pete",20001,31.07,201903,85976.0,1
403,"Buttigieg, Pete",20016,250.0,201903,124080.0,1
404,"Sanders, Bernard",20016,60.0,201906,124080.0,2
405,"Sanders, Bernard",20017,250.0,201906,63022.0,2
406,"Sanders, Bernard",20017,549.0,201906,63022.0,2
407,"Sanders, Bernard",20007,27.0,201906,119267.0,2
408,"Sanders, Bernard",20007,27.0,201906,119267.0,2
409,"Sanders, Bernard",20007,27.0,201906,119267.0,2
410,"Sanders, Bernard",20007,15.0,201906,119267.0,2
411,"Sanders, Bernard",20009,147.0,201906,94213.0,2
412,"Sanders, Bernard",20008,101.0,201906,111074.0,2
413,"Sanders, Bernard",20010,3.0,201904,66404.0,2
414,"Sanders, Bernard",20010,3.0,201904,66404.0,2
415,"Sanders, Bernard",20010,3.0,201904,66404.0,2
416,"Sanders, Bernard",20010,27.0,201904,66404.0,2
417,"Sanders, Bernard",20010,3.0,201904,66404.0,2
418,"Sanders, Bernard",20010,3.0,201905,66404.0,2
419,"Sanders, Bernard",20010,3.0,201905,66404.0,2
420,"Sanders, Bernard",20010,3.0,201905,66404.0,2
421,"Sanders, Bernard",20010,100.0,201905,66404.0,2
422,"Sanders, Bernard",20010,20.2,201906,66404.0,2
423,"Sanders, Bernard",20010,3.0,201906,66404.0,2
424,"Sanders, Bernard",20010,27.0,201906,66404.0,2
425,"Sanders, Bernard",20010,10.0,201906,66404.0,2
426,"Sanders, Bernard",20010,27.0,201906,66404.0,2
427,"Sanders, Bernard",20010,8.0,201906,66404.0,2
428,"Sanders, Bernard",20010,5.0,201906,66404.0,2
429,"Sanders, Bernard",20001,50.0,201905,85976.0,2
430,"Sanders, Bernard",20001,100.0,201906,85976.0,2
431,"Sanders, Bernard",20016,6.0,201905,124080.0,2
432,"Sanders, Bernard",20016,27.0,201905,124080.0,2
433,"Sanders, Bernard",20016,27.0,201905,124080.0,2
434,"Sanders, Bernard",20016,6.0,201906,124080.0,2
435,"Sanders, Bernard",20016,60.0,201906,124080.0,2
436,"Sanders, Bernard",20003,50.0,201906,112083.0,2
437,"Sanders, Bernard",20009,3.0,201904,94213.0,2
438,"Sanders, Bernard",20009,3.0,201904,94213.0,2
439,"Sanders, Bernard",20009,3.0,201904,94213.0,2
440,"Sanders, Bernard",20009,3.0,201904,94213.0,2
441,"Sanders, Bernard",20009,10.0,201904,94213.0,2
442,"Sanders, Bernard",20009,3.0,201904,94213.0,2
443,"Sanders, Bernard",20009,3.0,201905,94213.0,2
444,"Sanders, Bernard",20009,3.0,201905,94213.0,2
445,"Sanders, Bernard",20009,3.0,201905,94213.0,2
446,"Sanders, Bernard",20009,27.0,201905,94213.0,2
447,"Sanders, Bernard",20009,3.0,201905,94213.0,2
448,"Sanders, Bernard",20009,3.0,201905,94213.0,2
449,"Sanders, Bernard",20009,3.0,201905,94213.0,2
450,"Sanders, Bernard",20009,3.0,201906,94213.0,2
451,"Sanders, Bernard",20009,20.2,201906,94213.0,2
452,"Sanders, Bernard",20009,7.0,201906,94213.0,2
453,"Sanders, Bernard",20009,7.0,201906,94213.0,2
454,"Sanders, Bernard",20009,3.0,201906,94213.0,2
455,"Sanders, Bernard",20009,3.0,201906,94213.0,2
456,"Sanders, Bernard",20009,3.0,201906,94213.0,2
457,"Sanders, Bernard",20009,27.0,201906,94213.0,2
458,"Sanders, Bernard",20005,100.0,201906,87676.0,2
459,"Sanders, Bernard",20005,100.0,201906,87676.0,2
460,"Sanders, Bernard",20002,27.0,201906,74303.0,2
461,"Sanders, Bernard",20002,90.0,201905,74303.0,2
